"cycle","variable","original_variable","module","r_class","n_distinct_observed","n_missing","pct_missing"
"2013-2014","lab__LBXSPH","LBXSPH","Labs","numeric",53,3623,35.6068796068796
"2013-2014","lab__LBDSPHSI","LBDSPHSI","Labs","numeric",53,3623,35.6068796068796
"2013-2014","lab__LBXSTB","LBXSTB","Labs","numeric",38,3626,35.63636363636364
"2013-2014","lab__LBDSTBSI","LBDSTBSI","Labs","numeric",38,3626,35.63636363636364
"2013-2014","lab__LBXSTP","LBXSTP","Labs","numeric",42,3631,35.68550368550368
"2013-2014","lab__LBDSTPSI","LBDSTPSI","Labs","numeric",42,3631,35.68550368550368
"2013-2014","lab__LBXSTR","LBXSTR","Labs","numeric",517,3626,35.63636363636364
"2013-2014","lab__LBDSTRSI","LBDSTRSI","Labs","numeric",517,3626,35.63636363636364
"2013-2014","lab__LBXSUA","LBXSUA","Labs","numeric",99,3624,35.616707616707615
"2013-2014","lab__LBDSUASI","LBDSUASI","Labs","numeric",99,3624,35.616707616707615
"2013-2014","lab__LBXWBCSI","LBXWBCSI","Labs","numeric",161,1631,16.029484029484028
"2013-2014","lab__LBXLYPCT","LBXLYPCT","Labs","numeric",603,1656,16.275184275184277
"2013-2014","lab__LBXMOPCT","LBXMOPCT","Labs","numeric",170,1656,16.275184275184277
"2013-2014","lab__LBXNEPCT","LBXNEPCT","Labs","numeric",649,1656,16.275184275184277
"2013-2014","lab__LBXEOPCT","LBXEOPCT","Labs","numeric",172,1656,16.275184275184277
"2013-2014","lab__LBXBAPCT","LBXBAPCT","Labs","numeric",35,1656,16.275184275184277
"2013-2014","lab__LBDLYMNO","LBDLYMNO","Labs","numeric",87,1656,16.275184275184277
"2013-2014","lab__LBDMONO","LBDMONO","Labs","numeric",22,1656,16.275184275184277
"2013-2014","lab__LBDNENO","LBDNENO","Labs","numeric",131,1656,16.275184275184277
"2013-2014","lab__LBDEONO","LBDEONO","Labs","numeric",26,1656,16.275184275184277
"2013-2014","lab__LBDBANO","LBDBANO","Labs","numeric",5,1656,16.275184275184277
"2013-2014","lab__LBXRBCSI","LBXRBCSI","Labs","numeric",321,1631,16.029484029484028
"2013-2014","lab__LBXHGB","LBXHGB","Labs","numeric",108,1631,16.029484029484028
"2013-2014","lab__LBXHCT","LBXHCT","Labs","numeric",270,1631,16.029484029484028
"2013-2014","lab__LBXMCVSI","LBXMCVSI","Labs","numeric",431,1631,16.029484029484028
"2013-2014","lab__LBXMCHSI","LBXMCHSI","Labs","numeric",191,1631,16.029484029484028
"2013-2014","lab__LBXMC","LBXMC","Labs","numeric",84,1631,16.029484029484028
"2013-2014","lab__LBXRDW","LBXRDW","Labs","numeric",106,1631,16.029484029484028
"2013-2014","lab__LBXPLTSI","LBXPLTSI","Labs","numeric",416,1631,16.029484029484028
"2013-2014","lab__LBXMPSI","LBXMPSI","Labs","numeric",71,1631,16.029484029484028
"2013-2014","lab__URXUCL","URXUCL","Labs","numeric",2,8001,78.63390663390663
"2013-2014","lab__LBXSCU","LBXSCU","Labs","numeric",958,7655,75.23341523341523
"2013-2014","lab__LBDSCUSI","LBDSCUSI","Labs","numeric",958,7655,75.23341523341523
"2013-2014","lab__LBXSSE","LBXSSE","Labs","numeric",722,7656,75.24324324324324
"2013-2014","lab__LBDSSESI","LBDSSESI","Labs","numeric",143,7656,75.24324324324324
"2013-2014","lab__LBXSZN","LBXSZN","Labs","numeric",639,7656,75.24324324324324
"2013-2014","lab__LBDSZNSI","LBDSZNSI","Labs","numeric",639,7656,75.24324324324324
"2013-2014","lab__URXBP3","URXBP3","Labs","numeric",1096,7489,73.6019656019656
"2013-2014","lab__URDBP3LC","URDBP3LC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXBPH","URXBPH","Labs","numeric",164,7489,73.6019656019656
"2013-2014","lab__URDBPHLC","URDBPHLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXBPF","URXBPF","Labs","numeric",194,7493,73.64127764127764
"2013-2014","lab__URDBPFLC","URDBPFLC","Labs","numeric",2,7493,73.64127764127764
"2013-2014","lab__URXBPS","URXBPS","Labs","numeric",130,7493,73.64127764127764
"2013-2014","lab__URDBPSLC","URDBPSLC","Labs","numeric",2,7493,73.64127764127764
"2013-2014","lab__URXTLC","URXTLC","Labs","numeric",217,7489,73.6019656019656
"2013-2014","lab__URDTLCLC","URDTLCLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXTRS","URXTRS","Labs","numeric",818,7489,73.6019656019656
"2013-2014","lab__URDTRSLC","URDTRSLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXBUP","URXBUP","Labs","numeric",146,7489,73.6019656019656
"2013-2014","lab__URDBUPLC","URDBUPLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXEPB","URXEPB","Labs","numeric",456,7489,73.6019656019656
"2013-2014","lab__URDEPBLC","URDEPBLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXMPB","URXMPB","Labs","numeric",1517,7489,73.6019656019656
"2013-2014","lab__URDMPBLC","URDMPBLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXPPB","URXPPB","Labs","numeric",869,7489,73.6019656019656
"2013-2014","lab__URDPPBLC","URDPPBLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URX14D","URX14D","Labs","numeric",608,7489,73.6019656019656
"2013-2014","lab__URD14DLC","URD14DLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXDCB","URXDCB","Labs","numeric",193,7489,73.6019656019656
"2013-2014","lab__URDDCBLC","URDDCBLC","Labs","numeric",2,7489,73.6019656019656
"2013-2014","lab__URXUCR","URXUCR","Labs","numeric",408,2123,20.864864864864867
"2013-2014","lab__PHQ020","PHQ020","Labs","numeric",2,993,9.75921375921376
"2013-2014","lab__PHACOFHR","PHACOFHR","Labs","numeric",14,10046,98.73218673218673
"2013-2014","lab__PHACOFMN","PHACOFMN","Labs","numeric",51,10046,98.73218673218673
"2013-2014","lab__PHQ030","PHQ030","Labs","numeric",2,993,9.75921375921376
"2013-2014","lab__PHAALCHR","PHAALCHR","Labs","numeric",16,10133,99.58722358722358
"2013-2014","lab__PHAALCMN","PHAALCMN","Labs","numeric",31,10133,99.58722358722358
"2013-2014","lab__PHQ040","PHQ040","Labs","numeric",2,993,9.75921375921376
"2013-2014","lab__PHAGUMHR","PHAGUMHR","Labs","numeric",15,9804,96.35380835380836
"2013-2014","lab__PHAGUMMN","PHAGUMMN","Labs","numeric",60,9804,96.35380835380836
"2013-2014","lab__PHQ050","PHQ050","Labs","numeric",2,993,9.75921375921376
"2013-2014","lab__PHAANTHR","PHAANTHR","Labs","numeric",14,10138,99.63636363636364
"2013-2014","lab__PHAANTMN","PHAANTMN","Labs","numeric",24,10138,99.63636363636364
"2013-2014","lab__PHQ060","PHQ060","Labs","numeric",2,993,9.75921375921376
"2013-2014","lab__PHASUPHR","PHASUPHR","Labs","numeric",13,10089,99.15479115479116
"2013-2014","lab__PHASUPMN","PHASUPMN","Labs","numeric",43,10089,99.15479115479116
"2013-2014","lab__PHDSESN","PHDSESN","Labs","numeric",3,753,7.400491400491401
"2013-2014","lab__LBDPFL","LBDPFL","Labs","numeric",138,7850,77.14987714987716
"2013-2014","lab__LBDWFL","LBDWFL","Labs","numeric",154,6075,59.7051597051597
"2013-2014","lab__LBDHDD","LBDHDD","Labs","numeric",116,2551,25.071253071253068
"2013-2014","lab__LBDHDDSI","LBDHDDSI","Labs","numeric",116,2551,25.071253071253068
"2013-2014","lab__LBXHA","LBXHA","Labs","numeric",2,1911,18.781326781326783
"2013-2014","lab__LBXHBS","LBXHBS","Labs","numeric",2,1914,18.81081081081081
"2013-2014","lab__LBXHBC","LBXHBC","Labs","numeric",2,2519,24.756756756756758
"2013-2014","lab__LBDHBG","LBDHBG","Labs","numeric",2,2523,24.796068796068795
"2013-2014","lab__LBDHD","LBDHD","Labs","numeric",2,2523,24.796068796068795
"2013-2014","lab__LBXHCR","LBXHCR","Labs","numeric",2,10038,98.65356265356266
"2013-2014","lab__LBXHCG","LBXHCG","Labs","numeric",5,10108,99.34152334152334
"2013-2014","lab__LBDHEG","LBDHEG","Labs","numeric",2,2519,24.756756756756758
"2013-2014","lab__LBDHEM","LBDHEM","Labs","numeric",2,2519,24.756756756756758
"2013-2014","lab__LBXHE1","LBXHE1","Labs","numeric",3,6506,63.941031941031945
"2013-2014","lab__LBXHE2","LBXHE2","Labs","numeric",3,7130,70.07371007371007
"2013-2014","lab__LBXGH","LBXGH","Labs","numeric",100,3532,34.712530712530715
"2013-2014","lab__LBDHI","LBDHI","Labs","numeric",3,6263,61.55282555282555
"2013-2014","lab__ORXGH","ORXGH","Labs","numeric",2,5118,50.2997542997543
"2013-2014","lab__ORXGL","ORXGL","Labs","numeric",2,5118,50.2997542997543
"2013-2014","lab__ORXH06","ORXH06","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH11","ORXH11","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH16","ORXH16","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH18","ORXH18","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH26","ORXH26","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH31","ORXH31","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH33","ORXH33","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH35","ORXH35","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH39","ORXH39","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH40","ORXH40","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH42","ORXH42","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH45","ORXH45","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH51","ORXH51","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH52","ORXH52","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH53","ORXH53","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH54","ORXH54","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH55","ORXH55","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH56","ORXH56","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH58","ORXH58","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH59","ORXH59","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH61","ORXH61","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH62","ORXH62","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH64","ORXH64","Labs","numeric",2,5118,50.2997542997543
"2013-2014","lab__ORXH66","ORXH66","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH67","ORXH67","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH68","ORXH68","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH69","ORXH69","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH70","ORXH70","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH71","ORXH71","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH72","ORXH72","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH73","ORXH73","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH81","ORXH81","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH82","ORXH82","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH83","ORXH83","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXH84","ORXH84","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXHPC","ORXHPC","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXHPI","ORXHPI","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__ORXHPV","ORXHPV","Labs","numeric",3,5118,50.2997542997543
"2013-2014","lab__LBXHP2C","LBXHP2C","Labs","numeric",3,8180,80.3931203931204
"2013-2014","lab__LBXIN","LBXIN","Labs","numeric",1745,7082,69.6019656019656
"2013-2014","lab__LBDINSI","LBDINSI","Labs","numeric",1745,7082,69.6019656019656
"2013-2014","lab__URXUIO","URXUIO","Labs","numeric",1871,7509,73.79852579852579
"2013-2014","lab__WTSAF2YR","WTSAF2YR","Labs","numeric",2799,6846,67.28255528255528
"2013-2014","lab__LBXTR","LBXTR","Labs","numeric",349,7029,69.08108108108108
"2013-2014","lab__LBDTRSI","LBDTRSI","Labs","numeric",349,7029,69.08108108108108
"2013-2014","lab__LBDLDL","LBDLDL","Labs","numeric",195,7070,69.48402948402949
"2013-2014","lab__LBDLDLSI","LBDLDLSI","Labs","numeric",195,7070,69.48402948402949
"2013-2014","lab__LBXIHG","LBXIHG","Labs","numeric",99,5000,49.14004914004914
"2013-2014","lab__LBDIHGSI","LBDIHGSI","Labs","numeric",99,5000,49.14004914004914
"2013-2014","lab__LBDIHGLC","LBDIHGLC","Labs","numeric",2,5000,49.14004914004914
"2013-2014","lab__LBXBGE","LBXBGE","Labs","numeric",22,5000,49.14004914004914
"2013-2014","lab__LBDBGELC","LBDBGELC","Labs","numeric",2,5000,49.14004914004914
"2013-2014","lab__LBXBGM","LBXBGM","Labs","numeric",557,5000,49.14004914004914
"2013-2014","lab__LBDBGMLC","LBDBGMLC","Labs","numeric",2,5000,49.14004914004914
"2013-2014","lab__WTSOG2YR","WTSOG2YR","Labs","numeric",2543,7266,71.41031941031942
"2013-2014","lab__LBXGLT","LBXGLT","Labs","numeric",234,7830,76.95331695331696
"2013-2014","lab__LBDGLTSI","LBDGLTSI","Labs","numeric",234,7830,76.95331695331696
"2013-2014","lab__GTDSCMMN","GTDSCMMN","Labs","numeric",12,7766,76.32432432432432
"2013-2014","lab__GTDDR1MN","GTDDR1MN","Labs","numeric",27,7766,76.32432432432432
"2013-2014","lab__GTDBL2MN","GTDBL2MN","Labs","numeric",43,7829,76.94348894348894
"2013-2014","lab__GTDDR2MN","GTDDR2MN","Labs","numeric",35,7829,76.94348894348894
"2013-2014","lab__GTXDRANK","GTXDRANK","Labs","numeric",3,7661,75.29238329238329
"2013-2014","lab__PHAFSTHR","PHAFSTHR","Labs","numeric",37,993,9.75921375921376
"2013-2014","lab__PHAFSTMN","PHAFSTMN","Labs","numeric",60,993,9.75921375921376
"2013-2014","lab__GTDCODE","GTDCODE","Labs","numeric",9,7266,71.41031941031942
"2013-2014","lab__URXP01","URXP01","Labs","numeric",1919,7535,74.05405405405405
"2013-2014","lab__URDP01LC","URDP01LC","Labs","numeric",2,7535,74.05405405405405
"2013-2014","lab__URXP02","URXP02","Labs","numeric",2342,7534,74.04422604422605
"2013-2014","lab__URDP02LC","URDP02LC","Labs","numeric",1,7534,74.04422604422605
"2013-2014","lab__URXP03","URXP03","Labs","numeric",624,7525,73.95577395577395
"2013-2014","lab__URDP03LC","URDP03LC","Labs","numeric",2,7525,73.95577395577395
"2013-2014","lab__URXP04","URXP04","Labs","numeric",872,7525,73.95577395577395
"2013-2014","lab__URDP04LC","URDP04LC","Labs","numeric",2,7525,73.95577395577395
"2013-2014","lab__URXP06","URXP06","Labs","numeric",463,7525,73.95577395577395
"2013-2014","lab__URDP06LC","URDP06LC","Labs","numeric",2,7525,73.95577395577395
"2013-2014","lab__URXP10","URXP10","Labs","numeric",544,7525,73.95577395577395
"2013-2014","lab__URDP10LC","URDP10LC","Labs","numeric",2,7525,73.95577395577395
"2013-2014","lab__URXP25","URXP25","Labs","numeric",571,7525,73.95577395577395
"2013-2014","lab__URDP25LC","URDP25LC","Labs","numeric",2,7525,73.95577395577395
"2013-2014","lab__WTSA2YR","WTSA2YR","Labs","numeric",2555,7420,72.92383292383292
"2013-2014","lab__URXUP8","URXUP8","Labs","numeric",1045,7531,74.01474201474201
"2013-2014","lab__URDUP8LC","URDUP8LC","Labs","numeric",2,7531,74.01474201474201
"2013-2014","lab__URXNO3","URXNO3","Labs","numeric",1007,7531,74.01474201474201
"2013-2014","lab__URDNO3LC","URDNO3LC","Labs","numeric",2,7531,74.01474201474201
"2013-2014","lab__URXSCN","URXSCN","Labs","numeric",1220,7532,74.02457002457002
"2013-2014","lab__URDSCNLC","URDSCNLC","Labs","numeric",2,7532,74.02457002457002
"2013-2014","lab__LBXPFDE","LBXPFDE","Labs","numeric",38,8007,78.6928746928747
"2013-2014","lab__LBDPFDEL","LBDPFDEL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__LBXPFHS","LBXPFHS","Labs","numeric",115,8007,78.6928746928747
"2013-2014","lab__LBDPFHSL","LBDPFHSL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__LBXMPAH","LBXMPAH","Labs","numeric",26,8007,78.6928746928747
"2013-2014","lab__LBDMPAHL","LBDMPAHL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__LBXPFBS","LBXPFBS","Labs","numeric",4,8007,78.6928746928747
"2013-2014","lab__LBDPFBSL","LBDPFBSL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__LBXPFHP","LBXPFHP","Labs","numeric",9,8007,78.6928746928747
"2013-2014","lab__LBDPFHPL","LBDPFHPL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__LBXPFNA","LBXPFNA","Labs","numeric",57,8007,78.6928746928747
"2013-2014","lab__LBDPFNAL","LBDPFNAL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__LBXPFUA","LBXPFUA","Labs","numeric",26,8007,78.6928746928747
"2013-2014","lab__LBDPFUAL","LBDPFUAL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__LBXPFDO","LBXPFDO","Labs","numeric",10,8007,78.6928746928747
"2013-2014","lab__LBDPFDOL","LBDPFDOL","Labs","numeric",2,8007,78.6928746928747
"2013-2014","lab__WTSB2YR","WTSB2YR","Labs","numeric",2542,7398,72.70761670761671
"2013-2014","lab__URXCNP","URXCNP","Labs","numeric",267,7490,73.6117936117936
"2013-2014","lab__URDCNPLC","URDCNPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXCOP","URXCOP","Labs","numeric",998,7490,73.6117936117936
"2013-2014","lab__URDCOPLC","URDCOPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXECP","URXECP","Labs","numeric",592,7490,73.6117936117936
"2013-2014","lab__URDECPLC","URDECPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMBP","URXMBP","Labs","numeric",571,7490,73.6117936117936
"2013-2014","lab__URDMBPLC","URDMBPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMC1","URXMC1","Labs","numeric",287,7490,73.6117936117936
"2013-2014","lab__URDMC1LC","URDMC1LC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMEP","URXMEP","Labs","numeric",1323,7490,73.6117936117936
"2013-2014","lab__URDMEPLC","URDMEPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMHH","URXMHH","Labs","numeric",452,7490,73.6117936117936
"2013-2014","lab__URDMHHLC","URDMHHLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMHNC","URXMHNC","Labs","numeric",70,7490,73.6117936117936
"2013-2014","lab__URDMCHLC","URDMCHLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMHP","URXMHP","Labs","numeric",152,7490,73.6117936117936
"2013-2014","lab__URDMHPLC","URDMHPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMIB","URXMIB","Labs","numeric",497,7490,73.6117936117936
"2013-2014","lab__URDMIBLC","URDMIBLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMNP","URXMNP","Labs","numeric",213,7490,73.6117936117936
"2013-2014","lab__URDMNPLC","URDMNPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMOH","URXMOH","Labs","numeric",331,7490,73.6117936117936
"2013-2014","lab__URDMOHLC","URDMOHLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__URXMZP","URXMZP","Labs","numeric",452,7490,73.6117936117936
"2013-2014","lab__URDMZPLC","URDMZPLC","Labs","numeric",2,7490,73.6117936117936
"2013-2014","lab__LBXTC","LBXTC","Labs","numeric",253,2551,25.071253071253068
"2013-2014","lab__LBDTCSI","LBDTCSI","Labs","numeric",253,2551,25.071253071253068
"2013-2014","lab__LBXTTG","LBXTTG","Labs","numeric",3,2598,25.53316953316953
"2013-2014","lab__LBXEMA","LBXEMA","Labs","numeric",3,10141,99.66584766584766
"2013-2014","lab__LBXBPB","LBXBPB","Labs","numeric",452,4960,48.746928746928745
"2013-2014","lab__LBDBPBSI","LBDBPBSI","Labs","numeric",276,4960,48.746928746928745
"2013-2014","lab__LBDBPBLC","LBDBPBLC","Labs","numeric",1,4960,48.746928746928745
"2013-2014","lab__LBXBCD","LBXBCD","Labs","numeric",229,4960,48.746928746928745
"2013-2014","lab__LBDBCDSI","LBDBCDSI","Labs","numeric",229,4960,48.746928746928745
"2013-2014","lab__LBDBCDLC","LBDBCDLC","Labs","numeric",2,4960,48.746928746928745
"2013-2014","lab__LBXTHG","LBXTHG","Labs","numeric",555,4960,48.746928746928745
"2013-2014","lab__LBDTHGSI","LBDTHGSI","Labs","numeric",372,4960,48.746928746928745
"2013-2014","lab__LBDTHGLC","LBDTHGLC","Labs","numeric",2,4960,48.746928746928745
"2013-2014","lab__LBXBSE","LBXBSE","Labs","numeric",3918,4960,48.746928746928745
"2013-2014","lab__LBDBSESI","LBDBSESI","Labs","numeric",216,4960,48.746928746928745
"2013-2014","lab__LBDBSELC","LBDBSELC","Labs","numeric",1,4960,48.746928746928745
"2013-2014","lab__LBXBMN","LBXBMN","Labs","numeric",1420,4960,48.746928746928745
"2013-2014","lab__LBDBMNSI","LBDBMNSI","Labs","numeric",1420,4960,48.746928746928745
"2013-2014","lab__LBDBMNLC","LBDBMNLC","Labs","numeric",1,4960,48.746928746928745
"2013-2014","lab__URXUTRI","URXUTRI","Labs","numeric",2,6118,60.127764127764124
"2013-2014","lab__URXUAS3","URXUAS3","Labs","numeric",197,7521,73.91646191646191
"2013-2014","lab__URDUA3LC","URDUA3LC","Labs","numeric",2,7521,73.91646191646191
"2013-2014","lab__URXUAS5","URXUAS5","Labs","numeric",29,7521,73.91646191646191
"2013-2014","lab__URDUA5LC","URDUA5LC","Labs","numeric",2,7521,73.91646191646191
"2013-2014","lab__URXUAB","URXUAB","Labs","numeric",744,7521,73.91646191646191
"2013-2014","lab__URDUABLC","URDUABLC","Labs","numeric",2,7521,73.91646191646191
"2013-2014","lab__URXUAC","URXUAC","Labs","numeric",87,7521,73.91646191646191
"2013-2014","lab__URDUACLC","URDUACLC","Labs","numeric",2,7521,73.91646191646191
"2013-2014","lab__URXUDMA","URXUDMA","Labs","numeric",791,7521,73.91646191646191
"2013-2014","lab__URDUDALC","URDUDALC","Labs","numeric",2,7521,73.91646191646191
"2013-2014","lab__URXUMMA","URXUMMA","Labs","numeric",226,7521,73.91646191646191
"2013-2014","lab__URDUMMAL","URDUMMAL","Labs","numeric",2,7521,73.91646191646191
"2013-2014","lab__URXVOL1","URXVOL1","Labs","numeric",409,2118,20.815724815724813
"2013-2014","lab__URDFLOW1","URDFLOW1","Labs","numeric",2147,3025,29.72972972972973
"2013-2014","lab__URXVOL2","URXVOL2","Labs","numeric",360,8319,81.75921375921375
"2013-2014","lab__URDFLOW2","URDFLOW2","Labs","numeric",1257,8320,81.76904176904178
"2013-2014","lab__URXVOL3","URXVOL3","Labs","numeric",80,10076,99.02702702702703
"2013-2014","lab__URDFLOW3","URDFLOW3","Labs","numeric",96,10076,99.02702702702703
"2013-2014","lab__URXUHG","URXUHG","Labs","numeric",250,7509,73.79852579852579
"2013-2014","lab__URDUHGLC","URDUHGLC","Labs","numeric",2,7509,73.79852579852579
"2013-2014","lab__URXUBA","URXUBA","Labs","numeric",544,7511,73.81818181818181
"2013-2014","lab__URDUBALC","URDUBALC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUCD","URXUCD","Labs","numeric",669,7511,73.81818181818181
"2013-2014","lab__URDUCDLC","URDUCDLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUCO","URXUCO","Labs","numeric",1025,7511,73.81818181818181
"2013-2014","lab__URDUCOLC","URDUCOLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUCS","URXUCS","Labs","numeric",1459,7511,73.81818181818181
"2013-2014","lab__URDUCSLC","URDUCSLC","Labs","numeric",1,7511,73.81818181818181
"2013-2014","lab__URXUMO","URXUMO","Labs","numeric",1553,7511,73.81818181818181
"2013-2014","lab__URDUMOLC","URDUMOLC","Labs","numeric",1,7511,73.81818181818181
"2013-2014","lab__URXUMN","URXUMN","Labs","numeric",86,7511,73.81818181818181
"2013-2014","lab__URDUMNLC","URDUMNLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUPB","URXUPB","Labs","numeric",218,7511,73.81818181818181
"2013-2014","lab__URDUPBLC","URDUPBLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUSB","URXUSB","Labs","numeric",288,7511,73.81818181818181
"2013-2014","lab__URDUSBLC","URDUSBLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUSN","URXUSN","Labs","numeric",469,7511,73.81818181818181
"2013-2014","lab__URDUSNLC","URDUSNLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUSR","URXUSR","Labs","numeric",2516,7511,73.81818181818181
"2013-2014","lab__URDUSRLC","URDUSRLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUTL","URXUTL","Labs","numeric",502,7511,73.81818181818181
"2013-2014","lab__URDUTLLC","URDUTLLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUTU","URXUTU","Labs","numeric",472,7511,73.81818181818181
"2013-2014","lab__URDUTULC","URDUTULC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXUUR","URXUUR","Labs","numeric",416,7511,73.81818181818181
"2013-2014","lab__URDUURLC","URDUURLC","Labs","numeric",2,7511,73.81818181818181
"2013-2014","lab__URXPREG","URXPREG","Labs","numeric",3,8914,87.6068796068796
"2013-2014","lab__URXUAS","URXUAS","Labs","numeric",1524,7513,73.83783783783784
"2013-2014","lab__LBDB12","LBDB12","Labs","numeric",1065,4859,47.75429975429976
"2013-2014","lab__LBDB12SI","LBDB12SI","Labs","numeric",1065,4859,47.75429975429976
"2013-2014","lab__LBDR06","LBDR06","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR11","LBDR11","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR16","LBDR16","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR18","LBDR18","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR26","LBDR26","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR31","LBDR31","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR33","LBDR33","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR35","LBDR35","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR39","LBDR39","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR40","LBDR40","Labs","numeric",3,6312,62.03439803439803
"2013-2014","lab__LBDR42","LBDR42","Labs","numeric",3,6312,62.03439803439803
